1	114
1	965
1	1123
1	1656
1	1849
2	883
2	1076
2	1604
2	1753
2	1846
3	523
3	1801
3	1893
3	1932
3	1945
4	415
4	1552
4	1591
4	1643
4	1999
5	1079
5	1478
5	1797
5	1851
5	1947
6	1681
6	1772
6	1843
6	1845
6	1869
7	952
7	1078
7	1806
7	1889
7	1920
8	398
8	931
8	1672
8	1834
8	1955
9	808
9	1587
9	1879
9	1896
9	1925
10	1362
10	1463
10	1832
10	1968
10	1974
11	503
11	1715
11	1917
11	1941
11	1977
12	14
12	499
12	929
12	1927
12	1995
13	1803
13	1808
13	1880
13	1903
13	1962
14	12
14	1706
14	1921
14	1927
14	1995
15	640
15	1777
15	1913
15	1927
15	1949
16	1026
16	1391
16	1817
16	1951
16	1978
17	170
17	907
17	1245
17	1542
17	1792
18	1739
18	1762
18	1840
18	1865
18	1872
19	1086
19	1533
19	1582
19	1787
19	1907
20	1187
20	1559
20	1601
20	1929
20	1987
21	1411
21	1930
21	1936
21	1940
21	1944
22	1037
22	1801
22	1834
22	1945
22	1955
23	817
23	1139
23	1382
23	1848
23	1902
24	1046
24	1110
24	1774
24	1886
24	1927
25	416
25	1621
25	1622
25	1883
25	1993
26	52
26	1204
26	1595
26	1675
26	1932
27	1311
27	1502
27	1556
27	1868
27	1909
28	476
28	671
28	1678
28	1841
28	1900
29	119
29	601
29	1605
29	1641
29	1790
30	1096
30	1361
30	1453
30	1670
30	1856
31	1687
31	1692
31	1704
31	1934
31	1988
32	1259
32	1661
32	1724
32	1740
32	1852
33	1551
33	1703
33	1734
33	1775
33	1976
34	1634
34	1766
34	1800
34	1846
34	1950
35	381
35	1352
35	1552
35	1649
35	1999
36	1080
36	1777
36	1798
36	1949
36	1986
37	153
37	667
37	1329
37	1626
37	1900
38	696
38	1028
38	1780
38	1851
38	1947
39	436
39	1357
39	1503
39	1968
39	1994
40	493
40	946
40	1375
40	1770
40	1792
41	686
41	1134
41	1631
41	1806
41	1920
42	893
42	1536
42	1602
42	1850
42	1910
43	585
43	705
43	1316
43	1839
43	1924
44	913
44	1497
44	1503
44	1560
44	1887
45	1226
45	1463
45	1730
45	1969
45	1974
46	461
46	721
46	1946
46	1959
46	1980
47	1192
47	1651
47	1876
47	1912
47	1939
48	222
48	964
48	1164
48	1493
48	1850
49	1321
49	1346
49	1455
49	1813
49	1952
50	1534
50	1606
50	1673
50	1814
50	1876
51	1188
51	1502
51	1594
51	1868
51	1909
52	26
52	733
52	765
52	1521
52	1901
53	285
53	1341
53	1410
53	1965
53	1997
54	923
54	1473
54	1729
54	1737
54	1857
55	200
55	220
55	1133
55	1905
55	1906
56	126
56	223
56	956
56	1190
56	1822
57	1151
57	1595
57	1747
57	1973
57	1981
58	430
58	1146
58	1148
58	1554
58	1914
59	229
59	1246
59	1485
59	1589
59	1726
60	735
60	1232
60	1336
60	1714
60	1756
61	1106
61	1302
61	1568
61	1655
61	1928
62	274
62	1349
62	1448
62	1867
62	1982
63	106
63	1213
63	1360
63	1798
63	1986
64	68
64	757
64	1330
64	1396
64	1659
65	1665
65	1825
65	1862
65	1881
65	1952
66	1063
66	1738
66	1776
66	1858
66	1998
67	932
67	1418
67	1515
67	1899
67	1982
68	64
68	1803
68	1808
68	1880
68	1903
69	1674
69	1863
69	1867
69	1884
69	1963
70	874
70	904
70	1100
70	1330
70	1765
71	780
71	1457
71	1506
71	1915
71	1943
72	919
72	1593
72	1789
72	1830
72	1902
73	1622
73	1739
73	1782
73	1840
73	1872
74	664
74	885
74	1146
74	1765
74	1914
75	1524
75	1893
75	1932
75	1947
75	1955
76	869
76	976
76	1324
76	1579
76	1954
77	1351
77	1497
77	1887
77	1891
77	1908
78	925
78	1022
78	1627
78	1842
78	1847
79	960
79	1240
79	1534
79	1673
79	1814
80	1017
80	1539
80	1725
80	1744
80	1802
81	1177
81	1557
81	1817
81	1951
81	1978
82	1478
82	1562
82	1851
82	1947
82	1994
83	1078
83	1607
83	1806
83	1833
83	1889
84	328
84	530
84	891
84	1660
84	1901
85	962
85	1685
85	1761
85	1860
85	1904
86	1349
86	1418
86	1629
86	1647
86	1899
87	347
87	1247
87	1445
87	1462
87	1853
88	1597
88	1803
88	1818
88	1880
88	1903
89	403
89	644
89	1552
89	1643
89	1648
90	387
90	667
90	812
90	854
90	884
91	1177
91	1200
91	1396
91	1407
91	1885
92	934
92	1231
92	1298
92	1428
92	1440
93	926
93	1709
93	1739
93	1872
93	1874
94	1406
94	1617
94	1722
94	1766
94	1950
95	1252
95	1773
95	1875
95	1882
95	1943
96	1486
96	1611
96	1821
96	1891
96	1964
97	239
97	552
97	1245
97	1765
97	1795
98	1212
98	1611
98	1712
98	1774
98	1948
99	1381
99	1654
99	1682
99	1752
99	1881
100	426
100	683
100	1039
100	1548
100	1919
101	291
101	620
101	799
101	1161
101	1814
102	1116
102	1327
102	1868
102	1909
102	1925
103	760
103	1436
103	1894
103	1954
103	1993
104	771
104	1374
104	1566
104	1916
104	1975
105	227
105	553
105	1221
105	1298
105	1637
106	63
106	1526
106	1809
106	1813
106	1913
107	130
107	423
107	1595
107	1660
107	1901
108	541
108	1720
108	1857
108	1940
108	1944
109	841
109	1192
109	1499
109	1827
109	1892
110	897
110	1504
110	1609
110	1661
110	1852
111	1634
111	1766
111	1819
111	1855
111	1950
112	658
112	1611
112	1655
112	1712
112	1928
113	366
113	1278
113	1373
113	1662
113	1671
114	1
114	1113
114	1156
114	1724
114	1849
115	1100
115	1786
115	1795
115	1807
115	1950
116	397
116	694
116	850
116	1584
116	1877
117	263
117	1553
117	1649
117	1817
117	1978
118	1377
118	1772
118	1843
118	1845
118	1869
119	29
119	409
119	1217
119	1641
119	1977
120	1250
120	1386
120	1520
120	1670
120	1856
121	673
121	1076
121	1753
121	1794
121	1846
122	252
122	611
122	1292
122	1615
122	1864
123	1294
123	1603
123	1689
123	1708
123	1815
124	1091
124	1300
124	1597
124	1842
124	1847
125	1077
125	1437
125	1483
125	1522
125	1877
126	56
126	1822
126	1897
126	1945
126	1955
127	1488
127	1647
127	1899
127	1924
127	1982
128	794
128	1338
128	1886
128	1926
128	1927
129	637
129	659
129	990
129	1261
129	1467
130	107
130	215
130	224
130	708
130	1104
131	914
131	1308
131	1731
131	1794
131	1911
132	906
132	1028
132	1363
132	1641
132	1790
133	584
133	1217
133	1566
133	1605
133	1641
134	875
134	1610
134	1753
134	1846
134	1974
135	576
135	1531
135	1674
135	1715
135	1965
136	1628
136	1698
136	1898
136	1961
136	1963
137	1643
137	1648
137	1649
137	1684
137	1843
138	1433
138	1570
138	1584
138	1760
138	1877
139	367
139	1608
139	1653
139	1931
139	1992
140	1100
140	1553
140	1765
140	1795
140	1855
141	1203
141	1432
141	1669
141	1745
141	1980
142	1014
142	1540
142	1733
142	1916
142	1975
143	941
143	1457
143	1642
143	1973
143	1981
144	663
144	1403
144	1766
144	1819
144	1844
145	1073
145	1451
145	1806
145	1886
145	1921
146	241
146	488
146	790
146	896
146	1772
147	438
147	1565
147	1583
147	1893
147	1945
148	1682
148	1825
148	1862
148	1881
148	1967
149	893
149	1602
149	1850
149	1905
149	1906
150	441
150	1656
150	1719
150	1758
150	2000
151	834
151	1403
151	1617
151	1635
151	1766
152	1201
152	1543
152	1610
152	1753
152	1846
153	37
153	1062
153	1085
153	1626
153	1841
154	222
154	763
154	1536
154	1905
154	1960
155	725
155	827
155	1603
155	1750
155	1815
156	1420
156	1884
156	1898
156	1922
156	1961
157	1260
157	1478
157	1780
157	1797
157	1947
158	943
158	1039
158	1195
158	1671
158	1919
159	235
159	1209
159	1232
159	1428
159	1909
160	1040
160	1148
160	1447
160	1565
160	1914
161	1632
161	1730
161	1832
161	1968
161	1974
162	1401
162	1508
162	1801
162	1822
