1	1851
1	1964
2	1479
2	1762
3	158
3	1872
4	1092
4	1997
5	783
5	1878
6	690
6	1862
7	1770
7	1878
8	1924
8	1969
9	1796
9	1939
10	1875
10	1980
11	1843
11	1909
12	1967
12	1983
13	1241
13	1962
14	1191
14	1911
15	389
15	1955
16	1839
16	1951
17	1795
17	1800
18	1126
18	1943
19	1282
19	1971
20	1199
20	1657
21	1830
21	1924
22	1580
22	1832
23	1274
23	1850
24	1871
24	1919
25	1819
25	1986
26	1903
26	1969
27	1413
27	1581
28	1758
28	1948
29	740
29	1994
30	1842
30	2000
31	1871
31	1993
32	1906
32	1983
33	74
33	1983
34	862
34	1944
35	1897
35	1999
36	700
36	1869
37	67
37	1853
38	1755
38	1874
39	1382
39	1977
40	1373
40	1535
41	1624
41	1943
42	948
42	1859
43	987
43	1923
44	1257
44	1926
45	1690
45	1937
46	1782
46	1989
47	1076
47	1957
48	1720
48	1949
49	1738
49	1990
50	1797
50	1816
51	1850
51	1978
52	1705
52	1951
53	1929
53	1962
54	963
54	1985
55	1767
55	1981
56	1691
56	1692
57	1906
57	1967
58	1948
58	1952
59	509
59	1985
60	1984
60	1998
61	1448
61	1979
62	1575
62	1618
63	1236
63	1665
64	1517
64	1759
65	1730
65	1971
66	1694
66	1899
67	37
67	1895
68	1893
68	1914
69	1548
69	1859
70	1915
70	1997
71	1956
71	1984
72	1684
72	1841
73	286
73	1979
74	33
74	1983
75	1212
75	1754
76	850
76	1932
77	391
77	1694
78	1477
78	1984
79	755
79	1767
80	1888
80	1994
81	1988
81	1998
82	655
82	1986
83	1594
83	1726
84	1850
84	1959
85	403
85	1641
86	1872
86	1929
87	630
87	1720
88	1257
88	1740
89	1885
89	1957
90	850
90	1131
91	1738
91	1990
92	1833
92	1912
93	1314
93	1933
94	933
94	1959
95	1024
95	1986
96	1873
96	1918
97	1716
97	1940
98	1823
98	1987
99	1952
99	1986
100	1847
100	1891
101	1847
101	1961
102	1929
102	1995
103	527
103	1989
104	1118
104	1987
105	1663
105	1766
106	553
106	1952
107	1119
107	1926
108	1663
108	1766
109	1387
109	1993
110	1640
110	1852
111	1402
111	1805
112	946
112	1970
113	1715
113	1817
114	1949
114	1995
115	840
115	1936
116	1951
116	1982
117	1196
117	1751
118	1429
118	1950
119	1848
119	1921
120	1876
120	1989
121	1686
121	1809
122	192
122	1812
123	575
123	1737
124	1226
124	1892
125	1917
125	1994
126	1967
126	1983
127	903
127	1812
128	1794
128	1900
129	1604
129	1859
130	1557
130	1977
131	1602
131	1755
132	507
132	1868
133	1918
133	1989
134	1579
134	1645
135	1802
135	1999
136	1290
136	1675
137	1800
137	1989
138	1949
138	1995
139	1772
139	1893
140	675
140	1480
141	933
141	1905
142	1938
142	1965
143	688
143	1657
144	731
144	1498
145	857
145	1565
146	1883
146	1941
147	1829
147	1898
148	1938
148	1965
149	1343
149	1720
150	1706
150	1735
151	1823
151	1925
152	488
152	1870
153	1856
153	1995
154	1938
154	1965
155	853
155	1922
156	1673
156	1787
157	1427
157	1981
158	3
158	1906
159	1823
159	1972
160	884
160	1999
161	1841
161	1981
162	578
162	671
163	1069
163	1807
164	1778
164	1919
165	361
165	1538
166	1608
166	1923
167	1151
167	1927
168	860
168	1060
169	1594
169	1939
170	1686
170	1993
171	1688
171	1999
172	1455
172	1515
173	594
173	1873
174	367
174	1812
175	1717
175	1760
176	1525
176	1975
177	1272
177	1833
178	1499
178	1995
179	274
179	1908
180	1793
180	1861
181	1841
181	1972
182	606
182	1996
183	1949
183	1995
184	1713
184	1810
185	1854
185	1991
186	1598
186	1777
187	1310
187	1979
188	1679
188	1965
189	603
189	1483
190	1794
190	1900
191	1398
191	1941
192	122
192	1913
193	1865
193	1910
194	1952
194	1986
195	1434
195	1895
196	1757
196	1955
197	704
197	1406
198	1921
198	1992
199	1613
199	1927
200	659
200	1728
201	1912
201	1981
202	1896
202	1953
203	1975
203	1981
204	1773
204	1996
205	1406
205	1571
206	1786
206	1909
207	1609
207	1987
208	1896
208	1971
209	1809
209	1919
210	713
210	1852
211	1689
211	1899
212	615
212	1899
213	1895
213	1977
214	1731
214	1977
215	1915
215	1997
216	1596
216	1790
217	1129
217	1250
218	964
218	1412
219	1683
219	1970
220	358
220	1660
